ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,26.40,22.76,24.00,37.50,13.50,,25.50,68.00%,2.82,3.08
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0712,Εξοδα μετάθεσης ή απόσπασης στο εσωτερικό,2.00,,0.00,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0718,Εξοδα μετακίνησης μαθητ,,,,5.00,5.00,,5.00,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,,0.74,,0.42,0.42,,0.42,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ2224,Επιχορήγηση στις σχολικές επιτροπές και σχο,11.70,0.42,10.00,10.00,,,5.00,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ2752,Εισοδηματική ενίσχυση οικογενειών με χαμηλά εισοδή,,0.60,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ5272,Δαπάνες για το σχολικό αθλητισμό (αρθρ.63 ν.1566/8,,8.36,,21.63,21.63,,21.63,100.00%,17.91,23.65
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ5274,Δαπάνες σχολικών εκδηλώσεων (ν.1566/85 αρθρ. 47 πα,,,0.25,0.00,,-0.25,0.00,0.00,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,17.40,12.16,9.50,13.25,3.75,,13.25,100.00%,5.09,8.81
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9521,Αμοιβές ωρομισθίων εκπαιδευτικών και λοιπών προσώπων για την,4.50,,40.00,10.00,,-30.00,10.00,100.00%,8.58,8.58
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,11.10,4.12,12.75,12.75,,,12.75,100.00%,1.80,1.80
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9926,Δαπάνες εκπαίδευσης. πολιτισμού και αθλητισμού,,,,0.25,0.25,,0.25,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Αποτέλεσμα,,216.10,352.44,150.00,419.03,299.28,-30.25,376.28,89.80%,85.17,94.89
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,2.15,0.97,0.90,0.90,,,0.90,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ0831,Υδρευση και άρδευση,1.00,0.35,0.90,0.90,,,0.90,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ0832,Ηλεκτρική ενέργεια,2.00,1.37,1.00,1.00,,,1.00,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,0.70,1.31,0.60,0.60,,,0.54,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,,2.40,0.80,0.80,,,0.72,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ1231,Προμήθεια ειδών καθαριότητας,1.00,1.58,0.70,0.70,,,0.63,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,2.00,2.30,1.20,1.20,,,1.08,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,0.50,2.45,0.80,0.80,,,0.72,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ2224,Επιχορήγηση στις σχολικές επιτροπές και σχο,3.60,10.80,4.00,4.00,,,2.00,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9111,Προμήθεια ειδών γραφικής ύλης. υλικών εκτύπωσης και μικροεξο,,,0.70,0.70,,,0.70,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9122,Προμήθεια ειδών καθαριότητας,,,0.70,0.70,,,0.70,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9151,Προμήθεια καυσίμων και λιπαντικών,,,0.50,0.50,,,0.50,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9169,Λοιπές προμήθειες,,,0.60,0.60,,,0.60,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9821,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,0.25,0.27,0.20,0.20,,,0.20,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9831,Δαπάνες ύδρευσης και άρδευσης,0.15,,0.15,0.15,,,0.15,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Ξ9832,Δαπάνες ηλεκτρικής ενέργειας,0.25,0.16,0.25,0.25,,,0.25,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,184,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,Αποτέλεσμα,,13.60,23.95,14.00,14.00,,,11.59,82.79%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0511,Αποζημίωση για υπερωριακή εργασία,,,,6.24,6.24,,6.24,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,,,,9.27,9.27,,9.27,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,5.00,6.88,4.50,18.69,14.61,-0.43,18.69,100.00%,2.72,3.32
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0813,Μισθώματα κτιρίων,15.00,15.55,15.00,14.77,,-0.23,14.77,100.00%,3.69,3.69
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0829,Λοιπές μεταφορές,,0.10,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0831,Υδρευση και άρδευση,4.00,2.17,2.50,2.37,,-0.13,2.37,100.00%,0.72,0.78
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,,2.12,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0861,Αμοιβές για συντήρηση και επισκευή,,,,0.20,0.20,,0.20,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,5.00,5.06,4.00,3.28,,-0.72,3.28,100.00%,0.57,0.57
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0871,Αμοιβές φυσικών προσώπων,,,,115.00,115.00,,115.00,100.00%,24.90,24.90
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0873,Αμοιβές νομικών προσώπων,,2.16,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,,,4.00,15.09,11.09,,15.09,100.00%,2.05,2.05
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0879,Λοιπές αμοιβές όσων εκτελούν ειδικές υπηρεσίες,8.00,9.21,10.00,7.92,,-2.08,7.92,100.00%,1.71,1.71
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0893,Δαπάνες αποδοχής  δωρεών. κληροδοσιών.  σχολαζουσώκληρονομιώ,,47.31,0.00,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,,,,0.55,0.55,,0.55,100.00%,0.27,0.27
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,10.00,8.20,8.00,7.11,,-0.89,7.11,100.00%,2.92,2.92
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1231,Προμήθεια ειδών καθαριότητας,3.00,2.44,1.50,1.00,,-0.50,1.00,100.00%,0.40,0.40
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,,1.04,0.50,0.50,,,0.50,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,,,,0.25,0.25,,0.25,100.00%,0.10,0.10
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,,6.17,2.50,3.46,1.19,-0.23,3.46,100.00%,1.21,1.21
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,,,,0.40,0.40,,0.40,100.00%,0.10,0.10
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,5.00,4.41,2.50,2.10,,-0.40,2.10,100.00%,0.90,0.90
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1699,Λοιπές προμήθειες,1.00,0.94,1.00,0.58,,-0.42,0.58,100.00%,0.18,0.18
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1712,Προμήθεια συσκευών θέρμανσης και κλιματισμού,,1.36,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,,0.42,,0.33,0.33,,0.33,100.00%,0.30,0.30
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1725,Προμήθεια κάθε είδους τηλεπικοινωνιακού. μετεωρολογικού και,,0.23,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,0.29,,0.43,0.43,,0.43,100.00%,0.42,0.42
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9831,Δαπάνες ύδρευσης και άρδευσης,,,,0.13,0.13,,0.13,100.00%,0.06,0.06
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9873,Λοιπές αμοιβές,2.00,0.89,1.00,1.00,,,1.00,100.00%,0.75,0.75
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9891,Ειδικές αμοιβές και λοιπές δαπάνες,,34.72,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Αποτέλεσμα,,58.00,151.67,57.00,210.66,159.67,-6.02,210.66,100.00%,43.97,44.63
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0511,Αποζημίωση για υπερωριακή εργασία,,13.05,,20.42,20.42,,20.42,100.00%,2.60,2.60
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,,16.20,,39.05,39.05,,39.05,100.00%,3.36,3.36
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,1.00,0.92,0.50,3.05,2.55,,2.20,72.13%,0.91,0.91
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0813,Μισθώματα κτιρίων,9.10,9.07,9.07,9.07,,,9.07,100.00%,2.27,2.27
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0861,Αμοιβές για συντήρηση και επισκευή,0.50,0.21,0.30,0.30,,,0.15,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,0.50,0.53,0.35,0.35,,,0.18,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0871,Αμοιβές φυσικών προσώπων,0.10,,0.00,0.15,0.15,,0.08,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,,0.87,5.90,9.26,5.90,-2.55,7.58,81.89%,1.48,1.48
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0879,Λοιπές αμοιβές όσων εκτελούν ειδικές υπηρεσίες,1.50,,0.50,0.50,,,0.25,50.00%,0.15,0.15
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,3.00,2.46,1.60,1.60,,,1.44,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1231,Προμήθεια ειδών καθαριότητας,0.50,0.36,0.30,0.30,,,0.27,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,0.30,0.17,0.37,0.37,,,0.34,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,0.50,,0.60,0.60,,,0.54,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,2.50,1.49,2.00,2.00,,,1.80,90.00%,0.08,0.08
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,2.50,0.95,1.50,2.70,1.20,,2.43,90.00%,1.94,1.94
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1699,Λοιπές προμήθειες,1.50,0.19,1.00,1.00,,,0.90,90.00%,0.09,0.09
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ9169,Λοιπές προμήθειες,,6.51,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,,1.39,,3.50,3.50,,3.50,100.00%,2.03,2.03
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,0.14,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Αποτέλεσμα,,23.50,54.52,24.00,94.22,72.77,-2.55,90.19,95.72%,14.89,14.89
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0288,Καταβολή αποδοχών. επιδομάτων κ.λπ. παρελθόντων   ετών σε εκ,,1.17,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0511,Αποζημίωση για υπερωριακή εργασία,,7.77,,3.16,3.16,,3.16,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,0.10,2.34,0.76,1.46,0.70,,1.08,73.91%,0.88,0.88
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0813,Μισθώματα κτιρίων,21.18,21.67,21.58,21.58,0.00,,21.58,100.00%,5.39,5.39
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0829,Λοιπές μεταφορές,,0.08,0.00,0.08,0.08,,0.04,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0831,Υδρευση και άρδευση,0.30,0.19,0.25,0.25,,,0.25,100.00%,0.14,0.14
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,0.80,0.30,0.50,0.50,,,0.50,100.00%,0.04,0.04
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0879,Λοιπές αμοιβές όσων εκτελούν ειδικές υπηρεσίες,0.80,0.49,0.50,0.50,,,0.50,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,5.10,,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,2.62,1.47,2.00,1.92,,-0.08,1.73,90.00%,0.17,0.25
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1231,Προμήθεια ειδών καθαριότητας,0.20,0.15,0.15,0.15,,,0.14,90.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1232,Κατ'αποκοπή χορήγημα για καθαριότητα,2.20,2.20,2.20,2.20,,,2.20,100.00%,0.55,0.55
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,0.80,,0.50,0.50,,,0.45,90.00%,,
